OCCRNC_YEAR,OCCRNC_MM,OCCRNC_VIRS,OCCRNC_CNT,PATNT_CNT,OCCRNC_IND,HOL_DUR,HOL_IND,CPI_VALUE,WTHR_AVG_TEMP,WTHR_AVG_H_TEMP,WTHR_AVG_L_TEMP,WTHR_AVG_PRECIP,WTHR_AVG_WNDSPD,WTHR_MX_WNDSPD,WTHR_AVG_PRESS,WTHR_MX_PRESS,WTHR_MN_PRESS,WTHR_AVG_SEA_PRESS,WTHR_MX_SEA_PRESS,WTHR_MN_SEA_PRESS,WTHR_AVG_RHUM,WTHR_MN_RHUM,WTHR_SUM_SUNHR,FST_CNT,FST_IND,POP_GEN_CNT,POP_ELM_CNT,POP_MID_CNT,POP_HIGH_CNT,POP_60P_CNT,POP_ELM_RATIO,POP_MID_RATIO,POP_HIGH_RATIO,POP_60P_RATIO,POP_DENS,GMS_LIC_CNT
2014,6,노로바이러스,0.0,0.0,0,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,노로바이러스,2.0,66.0,1,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,노로바이러스,3.0,48.0,1,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,노로바이러스,3.0,52.0,1,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,노로바이러스,4.0,12.0,1,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,노로바이러스,2.0,21.0,1,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,바실러스세레우스,0.0,0.0,0,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,바실러스세레우스,0.0,0.0,0,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,바실러스세레우스,3.0,10.0,1,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,바실러스세레우스,2.0,8.0,1,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,바실러스세레우스,2.0,8.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,바실러스세레우스,1.0,4.0,1,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,바실러스세레우스,0.0,0.0,0,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,바실러스세레우스,2.0,9.0,1,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,바실러스세레우스,1.0,10.0,1,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,바실러스세레우스,0.0,0.0,0,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,바실러스세레우스,0.0,0.0,0,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,바실러스세레우스,0.0,0.0,0,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,병원성대장균,0.0,0.0,0,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,병원성대장균,1.0,4.0,1,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,병원성대장균,2.0,105.0,1,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,병원성대장균,4.0,74.0,1,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,병원성대장균,6.0,96.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,병원성대장균,6.0,124.0,1,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,병원성대장균,5.0,198.0,1,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,병원성대장균,13.0,1177.0,1,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,병원성대장균,0.0,0.0,0,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,병원성대장균,0.0,0.0,0,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,병원성대장균,1.0,6.0,1,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,병원성대장균,0.0,0.0,0,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,불명,17.0,105.0,1,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,불명,19.0,90.0,1,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,불명,13.0,74.0,1,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,불명,11.0,49.0,1,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,불명,21.0,106.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,불명,14.0,71.0,1,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,불명,23.0,200.0,1,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,불명,12.0,114.0,1,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,불명,6.0,26.0,1,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,불명,8.0,31.0,1,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,불명,7.0,33.0,1,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,불명,6.0,20.0,1,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,살모넬라,1.0,3.0,1,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,살모넬라,1.0,17.0,1,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,살모넬라,1.0,13.0,1,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,살모넬라,4.0,87.0,1,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,살모넬라,5.0,918.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,살모넬라,1.0,99.0,1,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,살모넬라,2.0,31.0,1,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,살모넬라,1.0,29.0,1,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,살모넬라,4.0,105.0,1,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,살모넬라,4.0,114.0,1,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,살모넬라,0.0,0.0,0,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,살모넬라,0.0,0.0,0,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,원충,0.0,0.0,0,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,원충,0.0,0.0,0,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,원충,0.0,0.0,0,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,원충,0.0,0.0,0,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,원충,0.0,0.0,0,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,원충,0.0,0.0,0,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,원충,0.0,0.0,0,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,원충,0.0,0.0,0,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,원충,0.0,0.0,0,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,원충,0.0,0.0,0,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,원충,0.0,0.0,0,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,원충,0.0,0.0,0,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,자연독,0.0,0.0,0,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,자연독,0.0,0.0,0,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,자연독,0.0,0.0,0,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,자연독,0.0,0.0,0,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,자연독,1.0,5.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,자연독,0.0,0.0,0,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,자연독,0.0,0.0,0,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,자연독,0.0,0.0,0,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
2014,4,자연독,0.0,0.0,0,0,0,94.214,13.4,19.8,7.6,84.4,2.1,22.7,1012.2,1020.4,1002.1,1017.3,1025.7,1007.5,59,1,212.3,44,1,51202130.0,2827791.0,1781299.0,1972228.0,8869883.0,0.058897778,0.03710124,0.041077947,0.18474364,510.5715576,361
2014,3,자연독,0.0,0.0,0,0,0,94.153,7.7,13.5,2.2,77.1,2.2,24.2,1014.8,1026.4,998.4,1020.1,1032.0,1003.9,61,6,212.3,13,1,51185882.0,2832050.0,1790557.0,1976076.0,8842296.0,0.058986486,0.037294068,0.041158093,0.184169053,510.4095376,425
2014,2,자연독,0.0,0.0,0,0,0,93.98,2.5,7.9,-2.1,26.9,2.0,20.5,1019.6,1027.6,1002.3,1025.0,1033.4,1008.3,63,5,145.0,2,1,51171176.0,2837022.0,1800562.0,1983218.0,8803916.0,0.059090043,0.037502454,0.041306848,0.183369667,510.262894,318
2014,1,자연독,0.0,0.0,0,3,1,93.73,0.5,6.3,-4.8,10.3,1.9,22.3,1019.6,1029.2,947.5,1025.2,1035.1,1012.4,57,4,202.1,2,1,51156168.0,2841883.0,1810414.0,1990089.0,8773669.0,0.059191289,0.037707653,0.041449959,0.182739676,510.113239,215
2014,12,장염비브리오,0.0,0.0,0,0,0,94.006,-0.5,4.3,-5.0,25.5,2.4,26.8,1018.8,1031.2,1003.3,1024.5,1037.3,1009.4,61,9,190.3,9,1,51327916.0,2817530.0,1695034.0,1932442.0,9147370.0,0.05868406,0.035304496,0.040249276,0.190523193,511.8258561,192
2014,11,장염비브리오,0.0,0.0,0,0,0,94.015,8.8,14.5,4.1,55.9,1.7,23.0,1016.4,1115.9,1002.4,1021.7,1031.7,1008.0,70,10,177.7,12,1,51314683.0,2818944.0,1709134.0,1937187.0,9113338.0,0.058713511,0.035598174,0.040348106,0.189814368,511.6939007,187
2014,10,장염비브리오,0.0,0.0,0,3,1,94.205,14.8,21.2,9.5,120.8,1.8,18.2,1014.7,1023.2,1001.5,1019.9,1028.8,1006.8,72,6,227.1,106,1,51302044.0,2820038.0,1721713.0,1941768.0,9079248.0,0.058736297,0.035860172,0.04044352,0.189104335,511.5678686,210
2014,9,장염비브리오,1.0,3.0,1,5,1,94.49,20.9,26.5,16.4,119.4,1.6,21.9,1008.7,1015.7,997.2,1013.6,1020.9,1002.2,77,2,201.1,63,1,51284774.0,2819225.0,1734472.0,1949934.0,9043325.0,0.058719364,0.036125919,0.040613603,0.188356124,511.3956576,196
2014,8,장염비브리오,4.0,71.0,1,3,1,94.551,23.8,27.7,20.8,373.1,1.8,20.5,1003.6,1013.4,990.5,1008.4,1018.4,995.7,83,25,128.0,29,1,51266779.0,2818406.0,1746060.0,1956232.0,9007877.0,0.058702306,0.036367276,0.040744779,0.187617806,511.2162171,205
2014,7,장염비브리오,2.0,4.0,1,0,0,94.386,25.1,29.7,21.4,154.8,1.9,19.5,1002.8,1009.7,988.8,1007.6,1014.9,993.4,78,16,181.5,24,1,51250261.0,2819966.0,1754900.0,1961441.0,8971038.0,0.058734798,0.036551397,0.040853273,0.186850516,511.0515048,267
2014,6,장염비브리오,0.0,0.0,0,3,1,94.248,21.9,26.8,17.9,80.7,1.9,26.4,1002.0,1009.3,995.4,1006.8,1014.3,1000.7,74,14,172.8,20,1,51233579.0,2821723.0,1763371.0,1964992.0,8937556.0,0.058771393,0.036727833,0.040927234,0.186153146,510.8851571,233
2014,5,장염비브리오,0.0,0.0,0,4,1,94.369,18.4,25.0,12.1,59.9,2.3,22.3,1006.3,1018.0,992.4,1011.4,1023.5,997.7,60,9,291.4,42,1,51218424.0,2823878.0,1772661.0,1968344.0,8905010.0,0.058816278,0.036921326,0.04099705,0.185475272,510.7340362,269
